,605028,世茂能源,9.98,3.22,电力,
,600452,陵电力,6.17,4,电力,
,000993,闽东电力,4.9,4.59,电力,
,600023,浙能电力,4.86,5.04,电力,
,气象学家猜测，2023年夏季将是全球有史以来最热的夏季之一,,,,,
23.06.05,医药（9）（31.90亿）,,,,,
,股票代码,股票名称,张跌幅,成交金额,属性,涨幅
,000989,九芝堂,9.97,6.24,医药,
,600557,康缘药业,8.35,5.4,医药,
,002262,恩华药业,756,2.97,医药,
,300937,药易购,6.71,2.12,医药,
,600833,第一医药,6.09,2.2,医药,
,000950,重药控股,6,50,医药,
,600422,昆药集团,4.56,321,医药,
,600572,康恩贝,403,3.83,医药,
,600750,江中药业,3.96,2.43,医药,
23.06.05,6G（6）（38.58亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300964,本川智能,20,538,6G,
,300252,金信诺,9.27,6.21,6G,
,301289,国缆检测,5.84,1.04,6G,
,603236,移远通信,5.2,17.16,6G,
,688387,信科移动,4.98,4.26,6G,
,002792,通宇通讯,4.88,4.53,6G,
,工信部部长：将加快5G行业虚拟专网建设全面推进6G技术研发,,,,,
